epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,304.396,1.25277,3.76643,1.56539,0.00702,0.7753,0.10997,0.05992,1.24704,4.35521,1.6819,0.00026361,0.00026361,0.00026361
